0.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333148e-01,8.660254037844387076e-01
6.666666666666666297e-01,-8.660254037844383745e-01
1.000000000000000000e+00,-2.449293598294706414e-16
1.333333333333333259e+00,8.660254037844391517e-01
1.666666666666666519e+00,-8.660254037844378194e-01
2.000000000000000000e+00,-4.898587196589412829e-16
2.333333333333333037e+00,8.660254037844401509e-01
2.666666666666666519e+00,-8.660254037844377084e-01
3.000000000000000000e+00,-7.347880794884118750e-16
